Blattner	name
b3368	cysG
b1027	insE-4
b1770	ydjF
b3278	rrsD
b3738	atpB
b4183	yjfK
b3538	bcsG
b4097	phnK
b2707	srlR
b2448	yffQ
b3481	nikR
b3421	rtcB
b0565	ompT
b4730	yahV
b2323	fabB
b0095	ftsZ
b3474	yhhT
b1101	ptsG
b0966	hspQ
b2753	iap
b4579	yaiX
b2436	hemF
b0298	insE-1
b4184	yjfL
b3739	atpI
b4397	creA
b2352	yfdI
b2996	hybA
b1613	manA
b4134	pheU
b2322	yfcJ
b0867	amiD
b1288	fabI
b2517	rlmN
b2964	nupG
b3135	agaA
b0342	lacA
b1217	chaB
b2326	epmC
b1972	msrQ
b3890	yiiF
b0154	hemL
NIL	insCD-4
b4135	yjdC
b3971	rrfB
b3736	atpF
b3380	yhfW
b2158	yeiH
b0684	fldA
b2802	fucI
b1568	ydfX
b1130	phoP
b3335	gspO
b4655	ythA
b1093	fabG
b1731	cedA
b0970	yccA
b3722	bglF
b0001	thrL
b0570	cusS
b0024	yaaY
b3805	hemC
b3411	rpnA
b2543	yphA
b3731	atpC
b2327	yfcA
b1545	pinQ
b3028	mdaB
b4123	dcuB
b4369	leuP
b2218	rcsC
b4174	hflK
b4020	yjbB
b4214	cysQ
b0503	selU
b1443	ydcV
b4358	lgoD
b4108	yjdM
b2330	prmB
b1536	ydeI
b1537	ydeJ
b2400	gltX
b4284	insI-3
b1595	ynfL
b2609	rpsP
b3469	zntA
b3106	yhaK
b2581	yfiF
b1591	dmsD
b2975	glcA
b1356	racR
b3574	yiaJ
b3158	yhbU
b4523	yciX
b4017	arpA
b3933	ftsN
b4210	ytfF
b1399	paaX
b1517	lsrF
b1066	rimJ
b4748	ynfT
b1858	znuC
b2088	insE-5
b0737	tolQ
b3733	atpG
b0633	rlpA
b1145	ymfK
b4051	qorA
b0612	citT
b0664	glnX
b1828	yebQ
b0176	rseP
b2923	argO
b3475	acpT
b2607	trmD
b1006	rutG
b2976	glcB
b4379	yjjW
b1581	rspA
b3820	yigI
b3867	hemN
b0265	insA-2
b0282	yagP
b3936	rpmE
b3732	atpD
b2953	yggU
b0699	ybfA
b1418	cybB
b2091	gatD
b0551	ybcQ
b1530	marR
b1766	sppA
b0057	yabQ
b3256	accC
b2966	yqgA
b3396	mrcA
b3519	treF
b1783	yeaG
b4731	ykiC
b3850	hemG
NIL	insCD-1
b4041	plsB
b3734	atpA
b2769	ygcQ
b2691	argQ
b2895	fldB
b3947	ptsA
b0245	ykfI
b1628	rsxB
b1538	dcp
b3579	yiaO
b1661	cfa
b3056	cca
b3457	livH
b0040	caiT
b2236	yfaE
b3506	slp
b4185	yjfM
b3804	hemD
b4273	insD-6
b2125	btsR
b3986	rplL
b3062	ttdB
b2456	eutN
b2823	ppdC
b3844	fre
b3125	garR
b1352	kilR
b4300	sgcR
b2701	mltB
b3550	yiaC
b2563	acpS
b0089	ftsW
b1069	murJ
b2704	srlB
b3259	prmA
b4669	ilvX
b1210	hemA
b1996	insD-3
b1627	rsxA
b2724	hycB
b2176	pdeN
b1571	ydfA
b2710	norV
b3916	pfkA
b0749	lysQ
b2477	bamC
b2821	ptrA
b2372	yfdV
b0180	fabZ
b2794	queF
b0793	ybhS
b1621	malX
b2734	pphB
b2781	mazG
b1214	ychA
b3997	hemE
b0582	insL-2
b3025	qseB
b3851	rrsA
b4122	fumB
b1809	yoaB
b4249	bdcA
b2525	fdx
b3431	glgX
b1304	pspA
b0620	dpiA
b0437	clpP
b2160	yeiI
b1095	fabF
b4520	ymgF
b1950	fliR
b2925	fbaA
b0982	etp
b0322	yahH
b0475	hemH
NIL	insAB-3
b3367	nirC
b0903	pflB
b1669	ydhT
b4307	yjhQ
b2711	norW
b2715	ascF
b3273	thrV
b1442	ydcU
b2819	recD
b2775	yqcE
b1091	fabH
b1135	rluE
b4077	gltP
b4460	araH
b2126	btsS
b3228	sspB
b3381	yhfX
b0369	hemB
b3557	insJ
b1439	ydcR
b3180	yhbY
b4004	zraR
b1448	mnaT
b3242	aaeX
b4055	aphA
b4297	yjhG
b2634	yfjR
b0464	acrR
b1728	ydjM
b3998	nfi
b4186	yjfC
b0185	accA
b3463	ftsE
b3333	gspL
b2788	gudX
b1128	roxA
b1050	yceK
b4244	pyrI
b1893	insB-5
b1433	ydcO
b4079	fdhF
b1034	ycdX
b2445	yffN
b3650	spoT
b1395	paaH
b2816	metV
b2568	lepB
b2159	nfo
b1533	eamA
b0954	fabA
b3497	rsmJ
b4599	mgtS
b0352	mhpE
b3712	yieE
b2584	patZ
b4106	phnC
b2840	ygeA
b2291	yfbR
b0541	insF-3
b4702	mgtL
b3298	rpsM
b2720	hycF
b0833	pdeI
b2977	glcG
b3779	gpp
b3528	dctA
b2349	intS
b1564	relB
b0231	dinB
b0422	xseB
b0704	ybfC
b2316	accD
b2641	yfjV
b0304	rclA
b2389	yfeO
b2094	gatA
b1460	ydcC
b2186	yejK
b3552	yiaD
b4246	pyrL
b0021	insB-1
b0987	gfcA
b0356	frmA
b0520	ylbF
b1565	ydfV
b0171	pyrH
b0688	pgm
b3277	ileU
b0792	ybhR
b4350	hsdR
b4464	ghxQ
b1092	fabD
b3179	rlmE
b3350	kefB
b3903	rhaA
b4330	yjiH
b1229	tpr
b1580	rspB
b3144	yraJ
b3642	pyrE
NIL	insAB-1
b3764	maoP
b3637	rpmB
b2723	hycC
b0224	yafK
b2853	ygeI
b2780	pyrG
b2914	rpiA
b1374	pinR
b4401	arcA
b2699	recA
b2509	xseA
b3036	ygiA
b0220	ivy
b0847	ybjL
b4031	xylE
b3253	yhdH
b4207	fklB
b2171	yeiP
b2166	psuK
b3444	insA-6
b0787	ybhM
b1611	fumC
b4725	rseD
b1142	ymfH
b0840	deoR
b3905	rhaS
b0670	glnU
b0479	fsr
b0397	sbcC
b0270	yagG
b0406	tgt
b3110	cyuP
b3599	mtlA
b4121	yjdF
b0939	elfD
b1020	phoH
b4387	ytjB
b1062	pyrC
b1402	insD-2
b2852	ygeH
b4203	rplI
b3956	ppc
NIL	NIL
b2611	ypjD
b4006	purH
b3417	malP
b0548	ninE
b2213	ada
b2009	sbmC
b1350	recE
b4253	yjgL
b3155	yhbQ
b2013	yeeE
b4543	ypaA
b0758	galT
b3448	yhhA
b1778	msrB
b1056	yceI
b1207	prs
b0372	insF-2
b3424	glpG
b2727	hypB
b4678	yoeI
b4533	ynfO
b4383	deoB
b3077	ebgC
b0203	alaV
b0153	fhuB
b2820	recB
b1729	tcyP
b2745	truD
b4296	yjhF
b2841	araE
b3239	yhcO
b0015	dnaJ
b4367	fhuF
b2955	yggW
b0675	umpH
b4709	insA9
b1339	abgR
b4161	rsgA
b2731	fhlA
b1424	opgD
b2304	yfcH
b0651	rihA
b0350	mhpD
b2624	alpA
b3884	yihW
b4044	dinF
b2945	endA
b3263	yhdU
b4281	yjhD
b3330	gspI
b2670	alaE
b4264	idnR
b1253	yciA
b3401	hslO
b3484	yhhI
b4245	pyrB
NIL	insEF-2
b0465	mscK
b2719	hycG
b0164	yaeI
b1156	tfaE
b0477	gsk
b2541	hcaB
b0746	valZ
b4602	ynhF
b4346	mcrB
b4141	yjeH
b0859	rlmC
b3415	gntT
b1392	paaE
b3074	ygjH
b0649	djlC
b3336	bfr
b2770	ygcR
b2557	purL
b3044	insC-5
b3555	yiaG
b4009	rrlE
b4003	zraS
b3466	yhhL
b4582	yoeA
b2235	nrdB
b0331	prpB
b0273	argF
b4062	soxS
b1860	ruvB
b1749	xthA
b2986	yghT
b3690	cbrA
b2292	yfbS
b2406	xapB
b3361	fic
b2069	yegD
b3038	ygiC
b2312	purF
b1331	insH-4
b0589	fepG
b1380	ldhA
b4066	yjcF
b1032	serX
b4213	cpdB
b3612	gpmM
b2684	mprA
b3691	dgoT
b0779	uvrB
b3714	adeP
b0921	cmoM
b3493	pitA
b2170	setB
b2873	hyuA
b0140	yadV
b0805	fiu
b2473	ypfH
b2476	purC
b0299	insF-1
b2427	murR
b1717	rpmI
b2722	hycD
b1464	yddE
b1773	ydjI
b2676	nrdF
b3883	yihV
b3961	oxyR
b1184	umuC
b2892	recJ
b2856	ygeL
b1743	spy
b0715	abrB
b1927	amyA
b2647	ypjA
b0028	fkpB
b4256	yjgM
b1131	purB
NIL	insCD-5
b2423	cysW
b3061	ttdA
b3597	yibH
b3831	udp
b4322	uxuA
b0745	lysW
b4042	dgkA
b1844	exoX
b0010	satP
b0144	gluQ
b2497	uraA
b3752	rbsK
b2300	yfcE
b0533	sfmH
b4511	ybdZ
b2249	yfaY
b2499	purM
b4516	insA-4
b0768	ybhD
b3321	rpsJ
b2725	hycA
b0801	hcxB
b1643	ydhI
b0104	guaC
b2149	mglA
b0683	fur
b2616	recN
b2822	recC
b2650	ypjC
b1573	ydfC
b0301	rclC
b2223	atoE
b1620	malI
b1874	cutC
b1000	cbpA
b0050	apaG
b4005	purD
b4294	insA-7
b3089	sstT
b2718	hycH
b4234	yjgA
b0049	apaH
b0757	galK
b4165	glyY
b4279	yjhB
b4345	mcrC
b0155	clcA
b4180	rlmB
b2199	ccmC
b2049	cpsB
b1780	yeaD
b0053	surA
b0592	fepB
b1811	yoaH
b1849	purT
b2860	insD-4
b3169	nusA
b3318	rplW
b1241	adhE
b4158	yjeO
b1420	mokB
b1238	tdk
b0063	araB
b4597	rydC
b3702	dnaA
b2698	recX
b0398	sbcD
b2345	yfdF
b1579	intQ
b4458	oxyS
b3327	gspF
b2538	hcaE
b1582	ynfA
b4235	pmbA
b3267	yhdV
b2500	purN
b2089	insF-5
b0175	cdsA
b2721	hycE
b3698	yidB
b0238	gpt
b4479	dgoR
b3760	aspT
b1769	ydjE
b1913	uvrC
b0241	phoE
b2474	tmcA
b0198	metI
b0300	ykgA
b2429	murP
b1202	ycgV
b0178	skp
b4287	fecE
b1688	ydiK
b0522	purK
b0988	insB-4
b4357	lgoR
b3319	rplD
b1851	edd
b3283	yrdD
b1165	ymgA
b1623	add
b1389	paaB
b4396	rob
b4043	lexA
b2011	sbcB
b2016	yeeZ
b2954	rdgB
b2062	wza
b0186	ldcC
b0940	elfC
b3013	yqhG
b0274	insB-3
b0523	purE
b0283	paoD
b4265	idnT
b3604	lldR
b0160	dgt
b3127	garP
b2402	valX
b2828	lgt
b0183	rnhB
b1377	ompN
b1765	ydjA
b0444	queC
b2836	aas
b3582	sgbU
b0718	ybgQ
b1905	ftnA
b1449	curA
b3769	ilvM
NIL	insCD-2
b1790	nimR
b3185	rpmA
b3835	ubiB
b0843	ybjH
b2498	upp
b3603	lldP
b0162	cdaR
b1885	tap
b0685	ybfE
b1804	rnd
b1774	ydjJ
b2184	radD
b0308	ykgG
b3880	yihS
b0387	yaiI
b2859	ygeO
b4278	insG
b3672	ivbL
b3349	slyD
b0112	aroP
b2907	ubiH
b1975	serU
b4381	deoC
b3571	malS
b3624	waaZ
b2196	ccmF
b3780	rhlB
b1256	ompW
b3099	yqjE
b2183	rsuA
b4114	eptA
b3666	uhpT
b4595	yciY
b4291	fecA
b1036	ycdZ
b3671	ilvB
b1997	insC-3
b0483	ybaQ
b3970	rrlB
b3426	glpD
b0317	yahC
b2407	xapA
b3751	rbsB
b3784	rfe
b3067	rpoD
b1888	cheA
b3813	uvrD
b1266	yciV
b1647	ydhF
b2520	yfhM
b3685	yidE
b3236	mdh
NIL	rirA
b2659	csiD
b0656	insH-3
b3670	ilvN
b4209	ytfE
b1859	znuB
b2311	ubiX
b1909	leuZ
b0910	cmk
b0116	lpd
b3623	waaU
b3877	yihP
b1652	rnt
b2215	ompC
b3593	rhsA
b0143	pcnB
b3824	rhtB
b2805	fucR
b4704	arrS
b0151	fhuC
b0834	dgcI
b0078	ilvH
NIL	insAB-5
b0623	cspE
b2597	raiA
b0429	cyoD
b4606	ypfM
b3934	cytR
b1736	chbA
b1951	rcsA
b3461	rpoH
b3022	mqsR
b4347	symE
b3704	rnpA
b1428	ydcK
b1178	pliG
b3324	gspC
b2296	ackA
b4518	ymdF
b2347	yfdC
b3558	insK
b3774	ilvC
b1035	ycdY
b3473	yhhS
b0724	sdhB
b3626	waaJ
b0125	hpt
b2702	srlA
b4163	glyV
b3754	hsrA
b1084	rne
b1451	yncD
b2900	yqfB
b2868	xdhC
b3345	tusD
b2560	pgpC
b3371	frlB
b1110	ycfJ
b1902	ftnB
b0532	sfmD
b3773	ilvY
b1894	insA-5
b3181	greA
b3341	rpsG
b0432	cyoA
b4742	ymjE
b0030	rihC
b1800	dmlA
b0181	lpxA
b3995	rsd
b1183	umuD
b1079	flgH
b0611	rna
b1167	ymgC
b4374	yjjG
b0303	rclB
b2410	yfeH
b1315	ycjS
b3554	yiaF
b2071	yegJ
b0022	insA-1
b0077	ilvI
b0944	ycbF
b4240	treB
b4040	ubiA
b1954	dsrA
b2518	ndk
b3566	xylF
b1977	asnT
b4111	proP
b2268	rbn
b1024	pgaA
b2737	ygbK
b2881	xdhD
b1871	cmoB
b0385	dgcC
b3091	uxaA
b2135	yohC
b0490	fetA
b0251	yafY
b3771	ilvD
NIL	insAB-4
b4212	ytfH
b2606	rplS
b0239	frsA
b4726	yabR
b0469	apt
b3568	xylH
b3629	waaS
b2573	rpoE
b1061	dinI
b1939	fliG
b1286	rnb
b0848	ybjM
b2866	xdhA
b4706	iroK
b1959	yedA
b4085	alsE
b3999	yjaG
b1776	ydjL
b3445	insB-6
b3766	ilvL
b2524	iscX
b2195	ccmG
b0428	cyoE
b0629	ybeF
b2162	rihB
b3681	glvG
b2040	rfbD
b3823	rhtC
b3643	rph
b3720	bglH
b2384	ypdE
b2867	xdhB
b4022	rluF
b0591	entS
b1318	ycjV
b0904	focA
b3688	yidQ
b0588	fepC
NIL	gndA
b3772	ilvA
b1403	insC-2
b1649	nemR
b3984	rplA
b0721	sdhC
b4612	yrhD
b2507	guaA
b3669	uhpA
b3789	rffH
b3229	sspA
b4059	ssb
b1890	motA
b0214	rnhA
b0319	yahE
b3996	nudC
b3011	yqhD
b4332	yjiJ
b2415	ptsH
b1188	ycgB
b1668	ydhS
b0373	insE-2
b1262	trpC
b2110	yehC
b3876	yihO
b0431	cyoB
b1274	topA
b0474	adk
b1817	manX
b3631	waaG
b4140	fxsA
b2567	rnc
b3035	tolC
b1983	yeeN
b3166	truB
b2536	hcaT
b0345	lacI
b4222	ytfP
b4290	fecB
b4703	pmrR
b1265	trpL
b4711	insH21
b0294	ecpR
b3272	rrfF
b1109	ndh
b4547	ypfN
b2066	udk
b2803	fucK
b0096	lpxC
b3742	mioC
b1786	dgcJ
b4618	tisB
b2630	rnlA
b4743	ynaL
b0624	crcB
b2983	yghQ
b3723	bglG
b3003	yghA
b1432	insQ
NIL	insEF-3
b1263	trpD
b3143	yraI
b3710	mdtL
b2232	ubiG
b3783	rho
b3648	gmk
b2035	wbbH
b0898	ycaD
b3164	pnp
b0929	ompF
b1802	yeaW
b2318	truA
b0739	tolA
b4047	yjbL
b3442	yhhZ
b0152	fhuD
b4673	ymjD
b1260	trpA
b3045	insD-5
b2127	mlrA
b2588	rrfG
b2133	dld
b3055	ygiM
b3640	dut
b3786	wecB
b3412	bioH
b0060	polB
b1076	flgE
b3123	rnpB
b4744	ynaM
b2668	ygaP
b1115	ycfT
b3120	yhaB
b1171	ymgD
b0360	insC-1
b1704	aroH
b0604	dsbG
b2370	evgS
b0722	sdhD
b2231	gyrA
b2065	dcd
b3621	waaC
b0407	yajC
b4179	rnr
b3875	ompL
b1648	ydhL
b3459	panZ
b3282	tsaC
b0945	pyrD
b3220	yhcG
b3070	nfeF
b0412	yajI
b1264	trpE
NIL	insCD-6
b3071	nfeR
b0023	rpsT
b0430	cyoC
b3492	yhiN
b1281	pyrF
b2039	rfbA
b0777	bioC
b1848	yebG
b1945	fliM
b1488	ddpX
b4727	yacM
b0419	yajO
b2521	sseA
b2142	yohK
b0707	ybgA
b0858	ybjO
NIL	insEF-1
b1261	trpB
b0999	cbpM
b2786	barA
b0723	sdhA
b2869	ygeV
b0337	codA
b4481	rffT
b2512	bamB
b2454	eutJ
b1319	ompG
b1409	ynbB
b2113	mrp
b1807	tsaB
b1801	yeaV
b3014	yqhH
b3088	alx
b4385	yjjJ
b4393	trpR
b2861	insC-4
b1450	mcbR
b3296	rpsD
b3895	fdhD
b3598	yibI
b4177	purA
b2064	asmA
b1593	ynfK
b1481	bdm
b0799	dinG
b1300	puuC
b4615	yibV
b2529	iscU
b1741	cho
b3377	yhfT
b0390	aroM
b0320	yahF
b2192	insH-8
b0003	thrB
b3800	aslB
b1609	rstB
b2712	hypF
b1969	hprR
b4382	deoA
b0182	lpxB
b3709	tnaB
b2451	eutA
b0681	chiP
b0985	gfcC
b3856	mobB
b1269	rluB
b0400	phoR
b2833	ygdR
b1826	mgrB
b3487	yhiI
b0004	thrC
b1026	insF-4
b3406	greB
b0911	rpsA
b1466	narW
b3848	yigZ
b2675	nrdE
b2027	wzzB
b3973	birA
b1861	ruvA
b1073	flgB
b2437	eutR
b4548	ypjJ
b0874	lysO
b2513	yfgM
b4526	ydaE
b0275	insA-3
b3607	cysE
b0492	cnoX
b3002	yqhA
b0973	hyaB
b1422	ydcI
b0159	mtn
b3794	rffM
b2246	yfaV
b0856	potH
b4195	ulaC
b0804	ybiX
b2960	trmI
b1607	ydgC
b2270	yfbK
b1493	gadB
b4068	yjcH
b2414	cysK
NIL	insCD-3
b2981	yghO
b3313	rplP
b0902	pflA
b2395	pdeA
b2234	nrdA
b3628	waaB
b0778	bioD
b1922	fliA
b4058	uvrA
b1297	puuA
b2602	yfiL
b3943	yijE
b1832	msrC
b4745	yncO
b4623	insO
b2421	cysM
b2207	napD
b2493	yfgO
b2997	hybO
b0650	hscC
b2143	cdd
b2041	rfbB
b1015	putP
b0037	caiC
b3682	glvB
b0488	ybbJ
b0082	rsmH
b0019	nhaA
b1753	ynjA
b4131	cadA
b3861	yihF
b1275	cysB
b2030	insH-7
b1853	yebK
b3162	deaD
b2260	menE
b4182	yjfJ
b1098	tmk
b3790	rffC
b0774	bioA
b0132	rpnC
b1892	flhD
b0365	tauA
b3527	yhjJ
b3331	gspJ
b1520	yneE
b4728	yadW
b0264	insB-2
b0652	gltL
b3363	ppiA
b3116	tdcC
b2208	napF
b3872	yihL
b2508	guaB
b3630	waaP
b1791	nimT
b1124	potC
b2387	fryB
b0011	yaaW
b3465	rsmD
b0770	ybhI
b1168	pdeG
b4189	bsmA
b0631	ybeD
b0655	gltI
NIL	insAB-6
b2550	yphH
b4007	rrsE
b2204	napH
b3211	yhcC
b1982	amn
b0179	lpxD
b0776	bioF
b1025	dgcT
b2305	rpnB
b2461	eutP
b0498	ybbC
b1577	ydfE
b2298	yfcC
b0916	ycaQ
b4621	yjbS
b4272	insC-6
b1761	gdhA
b0473	htpG
b1789	yeaL
b3892	fdoI
b3982	nusG
b2214	ftp
b3620	waaF
b1129	phoQ
b2455	eutE
b4565	sgcB
b4721	ytiD
b2812	tcdA
b3927	glpF
b0648	ybeU
b3029	ygiN
b4269	ahr
b3458	livK
b1994	insH-6
b0817	mntR
b3759	rrfC
b3833	ubiE
b3885	yihX
b2951	yggS
b1684	sufA
b3787	wecC
b0775	bioB
b1218	chaC
b4584	rpnD
b2441	eutB
b0012	mbiA
b1956	dgcQ
b0831	gsiC
b0325	yahK
b4554	yibT
b0228	rayT
b0072	leuC
b1967	hchA
b4399	creC
b1226	narJ
b2247	rhmD
b1341	dgcM
b3414	nfuA
b2038	rfbC
b1605	ydgI
b0679	nagE
b3949	frwC
NIL	NIL
b1344	ttcA
b0448	mdlA
b0392	ykiA
NIL	naRNA4
b1953	yodD
b4176	yjeT
b0074	leuA
NIL	insAB-2
b0796	cecR
b3311	rpsQ
b3423	glpR
b0837	yliI
b2834	tas
b1681	sufD
b3625	waaY
b1277	ribA
b1895	uspC
b1947	fliO
b2452	eutH
b2471	yffB
b3660	yicL
b1077	flgF
b4717	micL
b4305	sgcX
b3505	insH-11
b0076	leuO
b0289	ecpE
b1600	mdtJ
b2488	hyfH
b3665	adeD
b3627	waaO
b2527	hscB
b0571	cusR
b1312	ycjP
b0368	tauD
b3138	agaB
b0468	ybaN
b2575	yfiC
b1504	ydeS
b4685	yrbN
b3511	hdeD
b3810	yigA
b0073	leuB
b0584	fepA
b1089	rpmF
b2276	nuoN
b2086	yegS
b2545	yphC
b0812	dps
b3791	wecE
b3812	yigB
b1882	cheY
b1823	cspC
b2438	eutK
b4204	yjfZ
b3328	gspG
b1083	flgL
b2238	yfaH
b4512	ybdD
b3537	bcsF
b3717	cbrC
b0075	leuL
b2526	hscA
b1311	ycjO
b3605	lldD
b0485	glsA
b3200	lptA
b2157	yeiE
b0585	fes
b3632	waaQ
b0047	kefC
b0857	potI
b3899	frvB
b2244	rpnE
b3706	mnmE
b2826	ppdA
b4105	phnD
b2660	lhgO
b1597	asr
b3376	yhfS
b0889	lrp
b4286	yjhV
b3231	rplM
b2990	hybG
b3248	yhdE
b2274	yfbO
b1682	sufC
b3561	wecH
b1662	ribC
b1438	hicB
b1879	flhA
b1298	puuD
b3216	yhcD
b2063	yegH
b1946	fliN
b3535	yhjR
b2141	yohJ
b2631	rnlB
b3460	livJ
b1243	oppA
b0695	kdpD
b2482	hyfB
b4243	ridA
b1920	tcyJ
b1320	ycjW
b2528	iscA
b3788	rffG
b0752	zitB
b0854	potF
b4302	sgcA
b1414	ydcF
b2765	queD
b0943	ycbV
b1506	yneL
b2118	yehI
b3509	hdeB
b1864	yebC
b0071	leuD
b2442	intZ
b3968	rrsB
b1224	narG
b1412	azoR
b1957	yodC
b3807	cyaY
b2028	ugd
b0414	ribD
b2121	yehP
b3860	dsbA
b0366	tauB
b2971	yghG
b0491	fetB
b1074	flgC
b3896	yiiG
b3483	yhhH
b2006	yeeW
b2019	hisG
b0424	yajL
b0427	yajR
b2241	glpA
b2468	aegA
b1516	lsrB
b0487	cueR
b1102	fhuE
b0196	rcsF
b0441	ppiD
b1123	potD
b3683	glvC
b4057	yjbR
b0948	rlmL
b4315	fimI
b0210	yafE
b4011	yjaA
b3101	yqjF
b2021	hisC
b1556	essQ
b0455	ffs
b2485	hyfE
b0452	tesB
b1752	ydjZ
b1683	sufB
b3633	waaA
b3041	ribB
b1886	tar
b0853	ybjN
b1385	feaB
b2844	yqeF
b1532	marB
b1925	fliS
b3832	rmuC
b2605	yfiB
b1370	insH-5
b2018	hisL
b0215	dnaQ
b4288	fecD
b2280	nuoJ
b3358	yhfK
b3476	nikA
b3060	ttdR
b1679	sufE
b2376	ypdI
b0590	fepD
b2440	eutC
b3140	agaD
b1019	efeB
b1822	rlmA
b0938	elfA
b4271	intB
b4190	yjfP
b1058	yceO
b3482	rhsB
b2023	hisH
b1345	intR
b3307	rpsN
b4074	nrfE
b1378	ydbK
b1541	ydfZ
b3115	tdcD
b2053	gmd
b0844	ybjI
b1883	cheB
b1333	uspE
b1126	potA
b2549	yphG
b3325	gspD
b1923	fliC
b0851	nfsA
b4248	yjgH
b1137	ymfD
b2020	hisD
b0717	ybgP
b1958	yedI
b2994	hybC
b3589	yiaY
b0830	gsiB
b3516	gadX
b0099	mutT
b2052	fcl
b0875	aqpZ
b2459	eutT
b0129	yadI
b0494	tesA
b2559	tadA
b4320	fimH
b3382	yhfY
b3517	gadA
b4465	yggP
b2024	hisA
b0545	ybcL
b4255	rraB
b3312	rpmC
b1474	fdnG
b3080	ygjK
b1382	ynbE
b4238	nrdD
b2217	rcsB
b0415	ribE
b3072	aer
b3251	mreB
b2453	eutG
b2275	yfbP
b1798	leuE
b1070	flgN
b2928	yggC
b3219	yhcF
b0256	insI-1
b2026	hisI
b3775	ppiC
b4208	cycA
b2729	hypD
b1134	nudJ
b2548	yphF
b3684	yidP
b3223	nanE
b2048	cpsG
b1473	yddG
b0035	caiE
b2383	fryA
b4353	yjiX
b1764	selD
b0534	sfmF
b3154	yhbP
b3238	yhcN
b2766	ygcN
b2025	hisF
b4509	ylcG
b4716	cpxQ
b3985	rplJ
b4153	frdB
b3946	fsaB
b1327	ycjY
b0676	nagC
b1949	fliQ
b0025	ribF
b3398	igaA
b1080	flgI
b2439	eutL
b1963	yedR
b2604	dgcN
b2578	eamB
b0081	mraZ
b4466	yghJ
b1349	recT
b2022	hisB
b3347	fkpA
b0117	yacH
b1873	torY
b2251	nudI
b1754	ynjB
b2321	flk
b0677	nagA
b3649	rpoZ
b1711	btuC
b1301	puuB
b3139	agaC
b3570	bax
b4371	rsmC
b4313	fimE
b2968	yghD
b2939	yqgB
b2419	yfeK
b3938	metJ
b1139	lit
b3252	csrD
b2589	rrlG
b2283	nuoG
b0872	hcr
b1121	ycfZ
b3131	agaR
b2367	emrY
b1813	nudL
b4682	yqcG
b1940	fliH
b1302	puuE
b1758	ynjF
b4363	yjjB
b1937	fliE
b2777	queE
b2849	yqeK
b2628	abpA
b3008	metC
b0646	djlB
b3175	secG
b4071	nrfB
b3718	yieK
b2131	osmF
b4327	hypT
b3225	nanA
b2424	cysU
b4230	ytfT
b0855	potG
b4304	sgcC
b4144	yjeI
b2530	iscS
b2339	yfcV
b2475	ypfJ
b4117	adiA
b2007	yeeX
b3551	bisC
b2361	yfdR
b1707	ydiV
b3299	rpmJ
b4070	nrfA
b2146	preT
b0771	ybhJ
b0678	nagB
b3078	ygjI
b0052	pdxA
b1973	zinT
b1889	motB
b0367	tauC
b1542	ydfI
b1881	cheZ
b4364	yjjP
b2250	yfaZ
b2562	yfhL
b2003	yeeT
b3828	metR
b0998	torD
b2178	yejB
b3365	nirB
b0581	ybdK
b3020	ygiS
b2382	ypdC
b3222	nanK
b4132	cadB
b0128	yadH
b0692	potE
b2934	cmtB
b3618	htrL
b0661	miaB
b0141	yadN
b1815	pdeD
b1824	yobF
b1803	yeaX
b3829	metE
b1553	rzpQ
b4225	chpB
b3297	rpsK
b0977	hyaF
b1087	yceF
b0295	ykgL
b4468	glcE
b4242	mgtA
b2320	pdxB
b3494	uspB
b0607	uspG
b0034	caiF
b1410	ynbC
b3047	yqiH
b1942	fliJ
b1689	ydiL
b2299	yfcD
b1366	ydaY
b4013	metA
b2893	dsbC
b4064	ghxP
b3891	fdhE
b4227	ytfQ
b3210	arcB
b0507	gcl
b1201	dhaR
b2179	yejE
b1125	potB
b4193	ulaA
b3257	yhdT
b4498	gatR
b2594	rluD
b4312	fimB
b1452	yncE
b2237	inaA
b1664	ydhQ
b4019	metH
b1153	ymfQ
b4441	glmY
b3309	rplX
b0994	torT
b4756	yqiD
b2979	glcD
b0575	cusA
b2564	pdxJ
b1489	dosP
b1245	oppC
b2460	eutQ
b1379	hslJ
b1421	trg
b1601	tqsA
b1068	yceM
b1974	yodB
b0559	ybcW
b0754	aroG
b2717	hycI
b1534	ydeE
b2287	nuoB
b1857	znuA
b3471	yhhQ
b4467	glcF
b3782	rhoL
b4065	yjcE
b0828	iaaA
b4194	ulaB
b1257	yciE
b3260	dusB
b2333	yfcP
b0866	ybjQ
b0287	yagU
b1431	ydcL
b2598	pheL
b0280	yagN
b2533	suhB
b3308	rplE
b3930	menA
b4739	ymgL
b0039	caiA
b2308	hisQ
b0630	lipB
b2754	cas2
b3495	uspA
b3117	tdcB
b1161	ycgX
b1884	cheR
b3334	gspM
b0579	ybdF
b1772	ydjH
b0253	ykfA
b3744	asnA
b0531	sfmC
b0067	thiP
b2713	hydN
b0158	btuF
b0208	yafC
b0043	fixC
b2194	ccmH
b0981	etk
b4133	cadC
b3133	agaV
b3090	ygjV
b0405	queA
b0108	ppdD
b0291	ecpC
b3491	yhiM
b0986	gfcB
b3743	asnC
b1140	intE
b4326	iraD
b0953	rmf
b1222	narX
b4672	ymiB
b0036	caiD
b4067	actP
b4386	lplA
b4050	pspG
b1112	bhsA
b1747	astA
b0780	ybhK
b0634	mrdB
b1081	flgJ
NIL	naRNA1
