ids	5mthf_c	accoa_c	ala__L_c	amp_c	arg__L_c	asn__L_c	asp__L_c	atp_c	clpn_EC_c	coa_c	ctp_c	cys__L_c	datp_c	dctp_c	dgtp_c	dttp_c	fad_c	gln__L_c	glu__L_c	gly_c	glycogen_c	gtp_c	h2o_c	his__L_c	ile__L_c	leu__L_c	lps_EC_c	lys__L_c	met__L_c	nad_c	nadh_c	nadp_c	nadph_c	pe_EC_c	peptido_EC_c	pg_EC_c	phe__L_c	pro__L_c	ps_EC_c	ptrc_c	ser__L_c	spmd_c	succoa_c	thr__L_c	trp__L_c	tyr__L_c	udpg_c	utp_c	val__L_c
frozenset({'b4117'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333336842	13.333333319767096	20.000000000000032	13.33333333333337	13.333333333334073	13.333333333329309	13.333333333333236	19.99999999999945	209.99999999999994	420.0000000000007	419.9999999999957	429.43373493975895	13.333333333333274	1000.0	150.00000000000023	429.9999999999995	439.99999999999994	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000147	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.99999999999966	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b0085'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.0000000000007	419.9999999999957	429.43373493975895	13.333333333333274	1000.0	150.00000000000023	429.9999999999995	439.99999999999994	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	6.568603526659899e-46	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.99999999999966	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b0171'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b1854'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b3212'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b3112'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	420.0000000000019	0.8000000000000571	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b0386'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	10.0	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b0485'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999994	210.0000000000027	420.0000000000003	13.333333333333853	0.40000000000009434	13.333333333333213	13.33333333333343	20.000000000000004	13.33333333333337	13.33333333333355	13.33333333332949	13.333333333333286	19.99999999999945	209.99999999999994	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999909	287.89680851063844	419.9999999999996	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b1638'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999991	210.00000000000253	420.00000000000034	13.333333333333853	0.40000000000009434	13.333333333333252	13.33333333333343	20.000000000000004	13.33333333333337	13.333333333333677	13.33333333332949	13.333333333333286	19.99999999999945	209.9999999999999	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999904	287.89680851063844	419.9999999999996	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b2040'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999991	210.00000000000253	420.00000000000034	13.333333333333853	0.40000000000009434	13.333333333333252	13.33333333333343	20.000000000000004	13.33333333333337	13.333333333333677	13.33333333332949	13.333333333333286	19.99999999999945	209.9999999999999	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.95527747551688	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999904	287.89680851063844	419.9999999999996	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b0096'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999991	210.00000000000253	420.00000000000034	13.333333333333853	0.40000000000009434	13.333333333333252	13.33333333333343	20.000000000000004	13.33333333333337	13.333333333333677	13.33333333332949	13.333333333333286	19.99999999999945	209.9999999999999	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	-1.6600719799261025e-15	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999904	287.89680851063844	419.9999999999996	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
frozenset({'b2976'})	91.48438634713169	13.333333333333911	419.99999999999915	39.99999999999866	104.99999999999991	210.00000000000253	420.00000000000034	13.333333333333853	0.40000000000009434	13.333333333333252	13.33333333333343	20.000000000000004	13.33333333333337	13.333333333333677	13.33333333332949	13.333333333333286	19.99999999999945	209.9999999999999	420.00000000000136	419.99999999999477	429.43373493975895	13.333333333333304	1000.0	150.00000000000023	429.9999999999995	440.0000000000001	12.955277475516901	230.00000000000023	30.0	30.000000000000167	29.999999999999904	20.000000000000355	20.000000000000107	0.7999999999999925	55.00000000000002	0.7999999999999904	287.89680851063844	419.9999999999996	0.800000000000034	210.0000000000002	419.99999999999955	149.99999999999997	13.333333333333842	419.9999999999998	201.8122912491648	275.2010152284275	20.000000000002323	13.333333333334945	430.00000000000034
